file;seed;initial examples;precision;recall;number iterations;not found;total values;time in sec
prettycleaned_laureates.csv; -2046803205;3;1.0;0.6621983914209115;-999;248;750;15.501584529876709
prettycleaned_laureates.csv; -2046803205;5;1.0;0.6626344086021505;-999;247;750;15.501584529876709
prettycleaned_laureates.csv; -2046803205;10;1.0;0.6644113667117727;-999;244;750;15.501584529876709
prettycleaned_tickers.csv; -537215871;3;0.9927830401443392;0.7408280040390441;-999;688;2979;17.94047451019287
prettycleaned_tickers.csv; -537215871;5;0.9927862939585211;0.7416638598854833;-999;685;2979;17.94047451019287
prettycleaned_tickers.csv; -537215871;10;0.9919463087248322;0.7479757085020243;-999;663;2979;17.94047451019287
prettycleaned_zips.csv; 1230025782;3;0.9983739837398374;0.018343142234039374;-999;32858;33477;22.319597959518433
prettycleaned_zips.csv; 1230025782;5;0.9983739837398374;0.01834423829583819;-999;32856;33477;22.319597959518433
prettycleaned_zips.csv; 1230025782;10;0.9683410721823554;0.06854718221478516;-999;31097;33477;22.319597959518433
product2Company.txt; 2145300772;3;1.0;0.20689655172413793;-999;23;33;19.77473211288452
product2Company.txt; 2145300772;5;1.0;0.2222222222222222;-999;21;33;19.77473211288452
product2Company.txt; 2145300772;10;0.6666666666666666;0.18181818181818182;-999;16;33;19.77473211288452
RegionToAreaCode_Single.csv; 1242554053;3;0.0;0.0;-999;61;353;43.82034754753113
RegionToAreaCode_Single.csv; 1242554053;5;0.0;0.0;-999;60;353;43.82034754753113
RegionToAreaCode_Single.csv; 1242554053;10;0.0;0.0;-999;57;353;43.82034754753113
RGBToColor.csv; -1786987704;3;0.0;0.0;-999;7;11;2.568410873413086
RGBToColor.csv; -1786987704;5;0.0;0.0;-999;5;11;2.568410873413086
RGBToColor.csv; -1786987704;10;0.0;NaN;-999;0;11;2.568410873413086
River2Countries.csv; 252653192;3;0.0;0.0;-999;14;63;2.356081008911133
